,,Chatham Roadside,
Date,Time,PM10 Kent (Hourly measured),Status
12/07/2017,22:00:00,20.657,V ugm-3 (Ref.eq)
12/07/2017,23:00:00,22.773,V ugm-3 (Ref.eq)
12/07/2017,24:00:00,11.923,V ugm-3 (Ref.eq)
13/07/2017,01:00:00,24.899,V ugm-3 (Ref.eq)
13/07/2017,02:00:00,23.488,V ugm-3 (Ref.eq)
13/07/2017,03:00:00,15.701,V ugm-3 (Ref.eq)
13/07/2017,04:00:00,11.459,V ugm-3 (Ref.eq)
13/07/2017,05:00:00,20.657,V ugm-3 (Ref.eq)
13/07/2017,06:00:00,13.343,V ugm-3 (Ref.eq)
13/07/2017,07:00:00,18.764,V ugm-3 (Ref.eq)
13/07/2017,08:00:00,15.469,V ugm-3 (Ref.eq)
13/07/2017,09:00:00,17.111,V ugm-3 (Ref.eq)
13/07/2017,10:00:00,15.227,V ugm-3 (Ref.eq)
13/07/2017,11:00:00,13.102,V ugm-3 (Ref.eq)
13/07/2017,12:00:00,10.271,V ugm-3 (Ref.eq)
13/07/2017,13:00:00,17.826,V ugm-3 (Ref.eq)
13/07/2017,14:00:00,19.942,V ugm-3 (Ref.eq)
13/07/2017,15:00:00,14.29,V ugm-3 (Ref.eq)
13/07/2017,16:00:00,18.058,V ugm-3 (Ref.eq)
13/07/2017,17:00:00,19.71,V ugm-3 (Ref.eq)
13/07/2017,18:00:00,22.773,V ugm-3 (Ref.eq)
13/07/2017,19:00:00,21.836,V ugm-3 (Ref.eq)
13/07/2017,20:00:00,25.604,V ugm-3 (Ref.eq)
13/07/2017,21:00:00,22.068,V ugm-3 (Ref.eq)
13/07/2017,22:00:00,27.498,V ugm-3 (Ref.eq)
13/07/2017,23:00:00,21.363,V ugm-3 (Ref.eq)
13/07/2017,24:00:00,17.585,V ugm-3 (Ref.eq)
14/07/2017,01:00:00,19.005,V ugm-3 (Ref.eq)
14/07/2017,02:00:00,10.986,V ugm-3 (Ref.eq)
14/07/2017,03:00:00,18.058,V ugm-3 (Ref.eq)
14/07/2017,04:00:00,12.396,V ugm-3 (Ref.eq)
14/07/2017,05:00:00,15.933,V ugm-3 (Ref.eq)
14/07/2017,06:00:00,17.353,V ugm-3 (Ref.eq)
14/07/2017,07:00:00,16.88,V ugm-3 (Ref.eq)
14/07/2017,08:00:00,19.005,V ugm-3 (Ref.eq)
14/07/2017,09:00:00,14.049,V ugm-3 (Ref.eq)
14/07/2017,10:00:00,12.164,V ugm-3 (Ref.eq)
14/07/2017,11:00:00,10.986,V ugm-3 (Ref.eq)
14/07/2017,12:00:00,10.512,V ugm-3 (Ref.eq)
14/07/2017,13:00:00,13.102,V ugm-3 (Ref.eq)
14/07/2017,14:00:00,15.227,V ugm-3 (Ref.eq)
14/07/2017,15:00:00,7.681,V ugm-3 (Ref.eq)
14/07/2017,16:00:00,8.628,V ugm-3 (Ref.eq)
14/07/2017,17:00:00,8.628,V ugm-3 (Ref.eq)
14/07/2017,18:00:00,10.039,V ugm-3 (Ref.eq)
14/07/2017,19:00:00,14.995,V ugm-3 (Ref.eq)
14/07/2017,20:00:00,16.88,V ugm-3 (Ref.eq)
14/07/2017,21:00:00,15.227,V ugm-3 (Ref.eq)
14/07/2017,22:00:00,12.87,V ugm-3 (Ref.eq)
14/07/2017,23:00:00,20.889,V ugm-3 (Ref.eq)
14/07/2017,24:00:00,13.343,V ugm-3 (Ref.eq)
15/07/2017,01:00:00,16.406,V ugm-3 (Ref.eq)
15/07/2017,02:00:00,9.333,V ugm-3 (Ref.eq)
15/07/2017,03:00:00,10.512,V ugm-3 (Ref.eq)
15/07/2017,04:00:00,9.092,V ugm-3 (Ref.eq)
15/07/2017,05:00:00,9.807,V ugm-3 (Ref.eq)
15/07/2017,06:00:00,12.638,V ugm-3 (Ref.eq)
15/07/2017,07:00:00,12.164,V ugm-3 (Ref.eq)
15/07/2017,08:00:00,16.88,V ugm-3 (Ref.eq)
15/07/2017,09:00:00,23.247,V ugm-3 (Ref.eq)
15/07/2017,10:00:00,16.406,V ugm-3 (Ref.eq)
15/07/2017,11:00:00,22.068,V ugm-3 (Ref.eq)
15/07/2017,12:00:00,20.657,V ugm-3 (Ref.eq)
15/07/2017,13:00:00,24.194,V ugm-3 (Ref.eq)
15/07/2017,14:00:00,23.72,V ugm-3 (Ref.eq)
15/07/2017,15:00:00,23.247,V ugm-3 (Ref.eq)
15/07/2017,16:00:00,20.184,V ugm-3 (Ref.eq)
15/07/2017,17:00:00,27.498,V ugm-3 (Ref.eq)
15/07/2017,18:00:00,30.087,V ugm-3 (Ref.eq)
15/07/2017,19:00:00,20.889,V ugm-3 (Ref.eq)
15/07/2017,20:00:00,18.3,V ugm-3 (Ref.eq)
15/07/2017,21:00:00,23.488,V ugm-3 (Ref.eq)
15/07/2017,22:00:00,19.71,V ugm-3 (Ref.eq)
15/07/2017,23:00:00,18.058,V ugm-3 (Ref.eq)
15/07/2017,24:00:00,20.889,V ugm-3 (Ref.eq)
16/07/2017,01:00:00,12.87,V ugm-3 (Ref.eq)
16/07/2017,02:00:00,8.387,V ugm-3 (Ref.eq)
16/07/2017,03:00:00,4.618,V ugm-3 (Ref.eq)
16/07/2017,04:00:00,6.503,V ugm-3 (Ref.eq)
16/07/2017,05:00:00,6.734,V ugm-3 (Ref.eq)
16/07/2017,06:00:00,6.734,V ugm-3 (Ref.eq)
16/07/2017,07:00:00,5.556,V ugm-3 (Ref.eq)
16/07/2017,08:00:00,5.082,V ugm-3 (Ref.eq)
16/07/2017,09:00:00,4.618,V ugm-3 (Ref.eq)
16/07/2017,10:00:00,4.85,V ugm-3 (Ref.eq)
16/07/2017,11:00:00,8.628,V ugm-3 (Ref.eq)
16/07/2017,12:00:00,15.469,V ugm-3 (Ref.eq)
16/07/2017,13:00:00,9.807,V ugm-3 (Ref.eq)
16/07/2017,14:00:00,14.049,V ugm-3 (Ref.eq)
16/07/2017,15:00:00,14.754,V ugm-3 (Ref.eq)
16/07/2017,16:00:00,7.913,V ugm-3 (Ref.eq)
16/07/2017,17:00:00,8.86,V ugm-3 (Ref.eq)
16/07/2017,18:00:00,9.807,V ugm-3 (Ref.eq)
16/07/2017,19:00:00,12.638,V ugm-3 (Ref.eq)
16/07/2017,20:00:00,10.512,V ugm-3 (Ref.eq)
16/07/2017,21:00:00,5.324,V ugm-3 (Ref.eq)
16/07/2017,22:00:00,2.251,V ugm-3 (Ref.eq)
16/07/2017,23:00:00,3.44,V ugm-3 (Ref.eq)
16/07/2017,24:00:00,4.85,V ugm-3 (Ref.eq)
17/07/2017,01:00:00,2.251,V ugm-3 (Ref.eq)
17/07/2017,02:00:00,16.648,V ugm-3 (Ref.eq)
17/07/2017,03:00:00,13.817,V ugm-3 (Ref.eq)
17/07/2017,04:00:00,23.962,V ugm-3 (Ref.eq)
17/07/2017,05:00:00,16.406,V ugm-3 (Ref.eq)
17/07/2017,06:00:00,16.648,V ugm-3 (Ref.eq)
17/07/2017,07:00:00,21.836,V ugm-3 (Ref.eq)
17/07/2017,08:00:00,18.532,V ugm-3 (Ref.eq)
17/07/2017,09:00:00,10.744,V ugm-3 (Ref.eq)
17/07/2017,10:00:00,12.87,V ugm-3 (Ref.eq)
17/07/2017,11:00:00,12.164,V ugm-3 (Ref.eq)
17/07/2017,12:00:00,8.387,V ugm-3 (Ref.eq)
17/07/2017,13:00:00,16.174,V ugm-3 (Ref.eq)
17/07/2017,14:00:00,17.826,V ugm-3 (Ref.eq)
17/07/2017,15:00:00,15.227,V ugm-3 (Ref.eq)
17/07/2017,16:00:00,6.503,V ugm-3 (Ref.eq)
17/07/2017,17:00:00,8.628,V ugm-3 (Ref.eq)
17/07/2017,18:00:00,20.184,V ugm-3 (Ref.eq)
17/07/2017,19:00:00,12.396,V ugm-3 (Ref.eq)
17/07/2017,20:00:00,20.416,V ugm-3 (Ref.eq)
17/07/2017,21:00:00,20.184,V ugm-3 (Ref.eq)
17/07/2017,22:00:00,14.995,V ugm-3 (Ref.eq)
17/07/2017,23:00:00,21.595,V ugm-3 (Ref.eq)
17/07/2017,24:00:00,19.237,V ugm-3 (Ref.eq)
18/07/2017,01:00:00,11.459,V ugm-3 (Ref.eq)
18/07/2017,02:00:00,10.512,V ugm-3 (Ref.eq)
18/07/2017,03:00:00,14.995,V ugm-3 (Ref.eq)
18/07/2017,04:00:00,14.995,V ugm-3 (Ref.eq)
18/07/2017,05:00:00,25.141,V ugm-3 (Ref.eq)
18/07/2017,06:00:00,18.764,V ugm-3 (Ref.eq)
18/07/2017,07:00:00,14.522,V ugm-3 (Ref.eq)
18/07/2017,08:00:00,25.604,V ugm-3 (Ref.eq)
18/07/2017,09:00:00,23.015,V ugm-3 (Ref.eq)
18/07/2017,10:00:00,22.31,V ugm-3 (Ref.eq)
18/07/2017,11:00:00,23.72,V ugm-3 (Ref.eq)
18/07/2017,12:00:00,23.962,V ugm-3 (Ref.eq)
18/07/2017,13:00:00,30.087,V ugm-3 (Ref.eq)
18/07/2017,14:00:00,31.74,V ugm-3 (Ref.eq)
18/07/2017,15:00:00,28.435,V ugm-3 (Ref.eq)
18/07/2017,16:00:00,34.097,V ugm-3 (Ref.eq)
18/07/2017,17:00:00,35.749,V ugm-3 (Ref.eq)
18/07/2017,18:00:00,34.097,V ugm-3 (Ref.eq)
18/07/2017,19:00:00,34.571,V ugm-3 (Ref.eq)
18/07/2017,20:00:00,25.372,V ugm-3 (Ref.eq)
18/07/2017,21:00:00,28.203,V ugm-3 (Ref.eq)
18/07/2017,22:00:00,28.435,V ugm-3 (Ref.eq)
18/07/2017,23:00:00,31.266,V ugm-3 (Ref.eq)
18/07/2017,24:00:00,27.257,V ugm-3 (Ref.eq)
19/07/2017,01:00:00,30.329,V ugm-3 (Ref.eq)
19/07/2017,02:00:00,30.087,V ugm-3 (Ref.eq)
19/07/2017,03:00:00,24.899,V ugm-3 (Ref.eq)
19/07/2017,04:00:00,26.551,V ugm-3 (Ref.eq)
19/07/2017,05:00:00,25.141,V ugm-3 (Ref.eq)
19/07/2017,06:00:00,29.614,V ugm-3 (Ref.eq)
19/07/2017,07:00:00,44.474,V ugm-3 (Ref.eq)
19/07/2017,08:00:00,42.117,V ugm-3 (Ref.eq)
19/07/2017,09:00:00,52.03,V ugm-3 (Ref.eq)
19/07/2017,10:00:00,42.117,V ugm-3 (Ref.eq)
19/07/2017,11:00:00,24.899,V ugm-3 (Ref.eq)
19/07/2017,12:00:00,21.595,V ugm-3 (Ref.eq)
19/07/2017,13:00:00,20.416,V ugm-3 (Ref.eq)
19/07/2017,14:00:00,14.049,V ugm-3 (Ref.eq)
19/07/2017,15:00:00,20.416,V ugm-3 (Ref.eq)
19/07/2017,16:00:00,16.88,V ugm-3 (Ref.eq)
19/07/2017,17:00:00,18.058,V ugm-3 (Ref.eq)
19/07/2017,18:00:00,24.667,V ugm-3 (Ref.eq)
19/07/2017,19:00:00,22.068,V ugm-3 (Ref.eq)
19/07/2017,20:00:00,13.102,V ugm-3 (Ref.eq)
19/07/2017,21:00:00,13.575,V ugm-3 (Ref.eq)
19/07/2017,22:00:00,16.174,V ugm-3 (Ref.eq)
19/07/2017,23:00:00,15.933,V ugm-3 (Ref.eq)
19/07/2017,24:00:00,19.71,V ugm-3 (Ref.eq)
20/07/2017,01:00:00,16.174,V ugm-3 (Ref.eq)
20/07/2017,02:00:00,16.648,V ugm-3 (Ref.eq)
20/07/2017,03:00:00,10.512,V ugm-3 (Ref.eq)
20/07/2017,04:00:00,7.681,V ugm-3 (Ref.eq)
20/07/2017,05:00:00,15.227,V ugm-3 (Ref.eq)
20/07/2017,06:00:00,14.522,V ugm-3 (Ref.eq)
20/07/2017,07:00:00,7.208,V ugm-3 (Ref.eq)
20/07/2017,08:00:00,10.039,V ugm-3 (Ref.eq)
20/07/2017,09:00:00,10.039,V ugm-3 (Ref.eq)
20/07/2017,10:00:00,14.754,V ugm-3 (Ref.eq)
20/07/2017,11:00:00,6.734,V ugm-3 (Ref.eq)
20/07/2017,12:00:00,12.396,V ugm-3 (Ref.eq)
20/07/2017,13:00:00,14.995,V ugm-3 (Ref.eq)
20/07/2017,14:00:00,18.058,V ugm-3 (Ref.eq)
20/07/2017,15:00:00,16.174,V ugm-3 (Ref.eq)
20/07/2017,16:00:00,21.363,V ugm-3 (Ref.eq)
20/07/2017,17:00:00,17.353,V ugm-3 (Ref.eq)
20/07/2017,18:00:00,21.836,V ugm-3 (Ref.eq)
20/07/2017,19:00:00,25.604,V ugm-3 (Ref.eq)
20/07/2017,20:00:00,22.541,V ugm-3 (Ref.eq)
20/07/2017,21:00:00,21.836,V ugm-3 (Ref.eq)
20/07/2017,22:00:00,27.257,V ugm-3 (Ref.eq)
20/07/2017,23:00:00,19.237,V ugm-3 (Ref.eq)
20/07/2017,24:00:00,26.319,V ugm-3 (Ref.eq)
21/07/2017,01:00:00,16.648,V ugm-3 (Ref.eq)
21/07/2017,02:00:00,25.141,V ugm-3 (Ref.eq)
21/07/2017,03:00:00,10.986,V ugm-3 (Ref.eq)
21/07/2017,04:00:00,28.203,V ugm-3 (Ref.eq)
21/07/2017,05:00:00,11.691,V ugm-3 (Ref.eq)
21/07/2017,06:00:00,15.701,V ugm-3 (Ref.eq)
21/07/2017,07:00:00,11.691,V ugm-3 (Ref.eq)
21/07/2017,08:00:00,11.923,V ugm-3 (Ref.eq)
21/07/2017,09:00:00,17.585,V ugm-3 (Ref.eq)
21/07/2017,10:00:00,11.218,V ugm-3 (Ref.eq)
21/07/2017,11:00:00,18.532,V ugm-3 (Ref.eq)
21/07/2017,12:00:00,17.353,V ugm-3 (Ref.eq)
21/07/2017,13:00:00,16.174,V ugm-3 (Ref.eq)
21/07/2017,14:00:00,9.092,V ugm-3 (Ref.eq)
21/07/2017,15:00:00,14.29,V ugm-3 (Ref.eq)
21/07/2017,16:00:00,14.29,V ugm-3 (Ref.eq)
21/07/2017,17:00:00,19.71,V ugm-3 (Ref.eq)
21/07/2017,18:00:00,20.416,V ugm-3 (Ref.eq)
21/07/2017,19:00:00,17.585,V ugm-3 (Ref.eq)
21/07/2017,20:00:00,21.595,V ugm-3 (Ref.eq)
21/07/2017,21:00:00,18.058,V ugm-3 (Ref.eq)
21/07/2017,22:00:00,14.522,V ugm-3 (Ref.eq)
21/07/2017,23:00:00,16.88,V ugm-3 (Ref.eq)
21/07/2017,24:00:00,10.986,V ugm-3 (Ref.eq)
22/07/2017,01:00:00,10.039,V ugm-3 (Ref.eq)
22/07/2017,02:00:00,14.522,V ugm-3 (Ref.eq)
22/07/2017,03:00:00,9.333,V ugm-3 (Ref.eq)
22/07/2017,04:00:00,8.628,V ugm-3 (Ref.eq)
22/07/2017,05:00:00,6.976,V ugm-3 (Ref.eq)
22/07/2017,06:00:00,9.092,V ugm-3 (Ref.eq)
22/07/2017,07:00:00,10.039,V ugm-3 (Ref.eq)
22/07/2017,08:00:00,14.754,V ugm-3 (Ref.eq)
22/07/2017,09:00:00,22.31,V ugm-3 (Ref.eq)
22/07/2017,10:00:00,21.121,V ugm-3 (Ref.eq)
22/07/2017,11:00:00,23.72,V ugm-3 (Ref.eq)
22/07/2017,12:00:00,14.754,V ugm-3 (Ref.eq)
22/07/2017,13:00:00,13.817,V ugm-3 (Ref.eq)
22/07/2017,14:00:00,16.648,V ugm-3 (Ref.eq)
22/07/2017,15:00:00,12.396,V ugm-3 (Ref.eq)
22/07/2017,16:00:00,10.271,V ugm-3 (Ref.eq)
22/07/2017,17:00:00,11.691,V ugm-3 (Ref.eq)
22/07/2017,18:00:00,17.585,V ugm-3 (Ref.eq)
22/07/2017,19:00:00,14.049,V ugm-3 (Ref.eq)
22/07/2017,20:00:00,16.174,V ugm-3 (Ref.eq)
22/07/2017,21:00:00,16.406,V ugm-3 (Ref.eq)
22/07/2017,22:00:00,15.227,V ugm-3 (Ref.eq)
22/07/2017,23:00:00,14.995,V ugm-3 (Ref.eq)
22/07/2017,24:00:00,14.29,V ugm-3 (Ref.eq)
23/07/2017,01:00:00,9.807,V ugm-3 (Ref.eq)
23/07/2017,02:00:00,12.638,V ugm-3 (Ref.eq)
23/07/2017,03:00:00,15.227,V ugm-3 (Ref.eq)
23/07/2017,04:00:00,1.787,V ugm-3 (Ref.eq)
23/07/2017,05:00:00,15.933,V ugm-3 (Ref.eq)
23/07/2017,06:00:00,2.725,V ugm-3 (Ref.eq)
23/07/2017,07:00:00,17.826,V ugm-3 (Ref.eq)
23/07/2017,08:00:00,15.469,V ugm-3 (Ref.eq)
23/07/2017,09:00:00,15.469,V ugm-3 (Ref.eq)
23/07/2017,10:00:00,7.208,V ugm-3 (Ref.eq)
23/07/2017,11:00:00,10.986,V ugm-3 (Ref.eq)
23/07/2017,12:00:00,12.396,V ugm-3 (Ref.eq)
23/07/2017,13:00:00,10.039,V ugm-3 (Ref.eq)
23/07/2017,14:00:00,26.793,V ugm-3 (Ref.eq)
23/07/2017,15:00:00,21.595,V ugm-3 (Ref.eq)
23/07/2017,16:00:00,30.087,V ugm-3 (Ref.eq)
23/07/2017,17:00:00,17.585,V ugm-3 (Ref.eq)
23/07/2017,18:00:00,13.817,V ugm-3 (Ref.eq)
23/07/2017,19:00:00,67.363,V ugm-3 (Ref.eq)
23/07/2017,20:00:00,50.146,V ugm-3 (Ref.eq)
23/07/2017,21:00:00,36.223,V ugm-3 (Ref.eq)
23/07/2017,22:00:00,19.005,V ugm-3 (Ref.eq)
23/07/2017,23:00:00,23.962,V ugm-3 (Ref.eq)
23/07/2017,24:00:00,18.532,V ugm-3 (Ref.eq)
24/07/2017,01:00:00,14.995,V ugm-3 (Ref.eq)
24/07/2017,02:00:00,20.184,V ugm-3 (Ref.eq)
24/07/2017,03:00:00,9.565,V ugm-3 (Ref.eq)
24/07/2017,04:00:00,11.691,V ugm-3 (Ref.eq)
24/07/2017,05:00:00,18.058,V ugm-3 (Ref.eq)
24/07/2017,06:00:00,4.618,V ugm-3 (Ref.eq)
24/07/2017,07:00:00,9.092,V ugm-3 (Ref.eq)
24/07/2017,08:00:00,8.628,V ugm-3 (Ref.eq)
24/07/2017,09:00:00,7.208,V ugm-3 (Ref.eq)
24/07/2017,10:00:00,7.449,V ugm-3 (Ref.eq)
24/07/2017,11:00:00,4.377,V ugm-3 (Ref.eq)
24/07/2017,12:00:00,2.019,V ugm-3 (Ref.eq)
24/07/2017,13:00:00,4.618,V ugm-3 (Ref.eq)
24/07/2017,14:00:00,10.986,V ugm-3 (Ref.eq)
24/07/2017,15:00:00,12.164,V ugm-3 (Ref.eq)
24/07/2017,16:00:00,8.86,V ugm-3 (Ref.eq)
24/07/2017,17:00:00,7.449,V ugm-3 (Ref.eq)
24/07/2017,18:00:00,10.744,V ugm-3 (Ref.eq)
24/07/2017,19:00:00,7.913,V ugm-3 (Ref.eq)
24/07/2017,20:00:00,3.44,V ugm-3 (Ref.eq)
24/07/2017,21:00:00,4.85,V ugm-3 (Ref.eq)
24/07/2017,22:00:00,17.111,V ugm-3 (Ref.eq)
24/07/2017,23:00:00,12.87,V ugm-3 (Ref.eq)
24/07/2017,24:00:00,7.449,V ugm-3 (Ref.eq)
25/07/2017,01:00:00,19.237,V ugm-3 (Ref.eq)
25/07/2017,02:00:00,26.551,V ugm-3 (Ref.eq)
25/07/2017,03:00:00,23.72,V ugm-3 (Ref.eq)
25/07/2017,04:00:00,9.565,V ugm-3 (Ref.eq)
25/07/2017,05:00:00,19.005,V ugm-3 (Ref.eq)
25/07/2017,06:00:00,10.512,V ugm-3 (Ref.eq)
25/07/2017,07:00:00,18.3,V ugm-3 (Ref.eq)
25/07/2017,08:00:00,14.049,V ugm-3 (Ref.eq)
25/07/2017,09:00:00,19.71,V ugm-3 (Ref.eq)
25/07/2017,10:00:00,11.218,V ugm-3 (Ref.eq)
25/07/2017,11:00:00,17.585,V ugm-3 (Ref.eq)
25/07/2017,12:00:00,22.068,V ugm-3 (Ref.eq)
25/07/2017,13:00:00,17.585,V ugm-3 (Ref.eq)
25/07/2017,14:00:00,14.754,V ugm-3 (Ref.eq)
25/07/2017,15:00:00,8.628,V ugm-3 (Ref.eq)
25/07/2017,16:00:00,20.184,V ugm-3 (Ref.eq)
25/07/2017,17:00:00,18.764,V ugm-3 (Ref.eq)
25/07/2017,18:00:00,16.406,V ugm-3 (Ref.eq)
25/07/2017,19:00:00,14.754,V ugm-3 (Ref.eq)
25/07/2017,20:00:00,13.343,V ugm-3 (Ref.eq)
25/07/2017,21:00:00,13.817,V ugm-3 (Ref.eq)
25/07/2017,22:00:00,8.387,V ugm-3 (Ref.eq)
25/07/2017,23:00:00,17.585,V ugm-3 (Ref.eq)
25/07/2017,24:00:00,19.005,V ugm-3 (Ref.eq)
26/07/2017,01:00:00,14.995,V ugm-3 (Ref.eq)
26/07/2017,02:00:00,12.396,V ugm-3 (Ref.eq)
26/07/2017,03:00:00,16.648,V ugm-3 (Ref.eq)
26/07/2017,04:00:00,12.164,V ugm-3 (Ref.eq)
26/07/2017,05:00:00,13.343,V ugm-3 (Ref.eq)
26/07/2017,06:00:00,13.817,V ugm-3 (Ref.eq)
26/07/2017,07:00:00,18.764,V ugm-3 (Ref.eq)
26/07/2017,08:00:00,17.353,V ugm-3 (Ref.eq)
26/07/2017,09:00:00,25.141,V ugm-3 (Ref.eq)
26/07/2017,10:00:00,18.3,V ugm-3 (Ref.eq)
26/07/2017,11:00:00,13.102,V ugm-3 (Ref.eq)
26/07/2017,12:00:00,12.638,V ugm-3 (Ref.eq)
26/07/2017,13:00:00,10.271,V ugm-3 (Ref.eq)
26/07/2017,14:00:00,7.913,V ugm-3 (Ref.eq)
26/07/2017,15:00:00,6.261,V ugm-3 (Ref.eq)
26/07/2017,16:00:00,13.343,V ugm-3 (Ref.eq)
26/07/2017,17:00:00,9.333,V ugm-3 (Ref.eq)
26/07/2017,18:00:00,7.681,V ugm-3 (Ref.eq)
26/07/2017,19:00:00,3.903,V ugm-3 (Ref.eq)
26/07/2017,20:00:00,11.923,V ugm-3 (Ref.eq)
26/07/2017,21:00:00,39.759,V ugm-3 (Ref.eq)
26/07/2017,22:00:00,15.933,V ugm-3 (Ref.eq)
26/07/2017,23:00:00,20.657,V ugm-3 (Ref.eq)
26/07/2017,24:00:00,28.677,V ugm-3 (Ref.eq)
27/07/2017,01:00:00,32.687,V ugm-3 (Ref.eq)
27/07/2017,02:00:00,24.194,V ugm-3 (Ref.eq)
27/07/2017,03:00:00,31.508,V ugm-3 (Ref.eq)
27/07/2017,04:00:00,14.995,V ugm-3 (Ref.eq)
27/07/2017,05:00:00,23.72,V ugm-3 (Ref.eq)
27/07/2017,06:00:00,24.899,V ugm-3 (Ref.eq)
27/07/2017,07:00:00,25.372,V ugm-3 (Ref.eq)
27/07/2017,08:00:00,29.15,V ugm-3 (Ref.eq)
27/07/2017,09:00:00,39.527,V ugm-3 (Ref.eq)
27/07/2017,10:00:00,26.319,V ugm-3 (Ref.eq)
27/07/2017,11:00:00,24.667,V ugm-3 (Ref.eq)
27/07/2017,12:00:00,14.29,V ugm-3 (Ref.eq)
27/07/2017,13:00:00,21.121,V ugm-3 (Ref.eq)
27/07/2017,14:00:00,23.962,V ugm-3 (Ref.eq)
27/07/2017,15:00:00,22.541,V ugm-3 (Ref.eq)
27/07/2017,16:00:00,17.585,V ugm-3 (Ref.eq)
27/07/2017,17:00:00,18.532,V ugm-3 (Ref.eq)
27/07/2017,18:00:00,17.826,V ugm-3 (Ref.eq)
27/07/2017,19:00:00,26.078,V ugm-3 (Ref.eq)
27/07/2017,20:00:00,19.005,V ugm-3 (Ref.eq)
27/07/2017,21:00:00,28.435,V ugm-3 (Ref.eq)
27/07/2017,22:00:00,29.15,V ugm-3 (Ref.eq)
27/07/2017,23:00:00,31.981,V ugm-3 (Ref.eq)
27/07/2017,24:00:00,22.068,V ugm-3 (Ref.eq)
28/07/2017,01:00:00,21.836,V ugm-3 (Ref.eq)
28/07/2017,02:00:00,25.604,V ugm-3 (Ref.eq)
28/07/2017,03:00:00,19.005,V ugm-3 (Ref.eq)
28/07/2017,04:00:00,19.005,V ugm-3 (Ref.eq)
28/07/2017,05:00:00,21.836,V ugm-3 (Ref.eq)
28/07/2017,06:00:00,17.585,V ugm-3 (Ref.eq)
28/07/2017,07:00:00,26.793,V ugm-3 (Ref.eq)
28/07/2017,08:00:00,27.971,V ugm-3 (Ref.eq)
28/07/2017,09:00:00,19.237,V ugm-3 (Ref.eq)
28/07/2017,10:00:00,19.71,V ugm-3 (Ref.eq)
28/07/2017,11:00:00,22.541,V ugm-3 (Ref.eq)
28/07/2017,12:00:00,19.005,V ugm-3 (Ref.eq)
28/07/2017,13:00:00,19.005,V ugm-3 (Ref.eq)
28/07/2017,14:00:00,24.899,V ugm-3 (Ref.eq)
28/07/2017,15:00:00,15.933,V ugm-3 (Ref.eq)
28/07/2017,16:00:00,17.826,V ugm-3 (Ref.eq)
28/07/2017,17:00:00,8.628,V ugm-3 (Ref.eq)
28/07/2017,18:00:00,13.102,V ugm-3 (Ref.eq)
28/07/2017,19:00:00,19.71,V ugm-3 (Ref.eq)
28/07/2017,20:00:00,10.512,V ugm-3 (Ref.eq)
28/07/2017,21:00:00,9.565,V ugm-3 (Ref.eq)
28/07/2017,22:00:00,6.976,V ugm-3 (Ref.eq)
28/07/2017,23:00:00,6.734,V ugm-3 (Ref.eq)
28/07/2017,24:00:00,4.618,V ugm-3 (Ref.eq)
29/07/2017,01:00:00,0.367,V ugm-3 (Ref.eq)
29/07/2017,02:00:00,-1.99,V ugm-3 (Ref.eq)
29/07/2017,03:00:00,0.841,V ugm-3 (Ref.eq)
29/07/2017,04:00:00,1.787,V ugm-3 (Ref.eq)
29/07/2017,05:00:00,1.787,V ugm-3 (Ref.eq)
29/07/2017,06:00:00,4.145,V ugm-3 (Ref.eq)
29/07/2017,07:00:00,12.87,V ugm-3 (Ref.eq)
29/07/2017,08:00:00,15.227,V ugm-3 (Ref.eq)
29/07/2017,09:00:00,80.571,V ugm-3 (Ref.eq)
29/07/2017,10:00:00,16.174,V ugm-3 (Ref.eq)
29/07/2017,11:00:00,8.155,V ugm-3 (Ref.eq)
29/07/2017,12:00:00,17.111,V ugm-3 (Ref.eq)
29/07/2017,13:00:00,18.532,V ugm-3 (Ref.eq)
29/07/2017,14:00:00,23.488,V ugm-3 (Ref.eq)
29/07/2017,15:00:00,17.111,V ugm-3 (Ref.eq)
29/07/2017,16:00:00,14.995,V ugm-3 (Ref.eq)
29/07/2017,17:00:00,11.459,V ugm-3 (Ref.eq)
29/07/2017,18:00:00,7.449,V ugm-3 (Ref.eq)
29/07/2017,19:00:00,4.377,V ugm-3 (Ref.eq)
29/07/2017,20:00:00,6.503,V ugm-3 (Ref.eq)
29/07/2017,21:00:00,3.44,V ugm-3 (Ref.eq)
29/07/2017,22:00:00,2.725,V ugm-3 (Ref.eq)
29/07/2017,23:00:00,5.324,V ugm-3 (Ref.eq)
29/07/2017,24:00:00,8.387,V ugm-3 (Ref.eq)
30/07/2017,01:00:00,12.164,V ugm-3 (Ref.eq)
30/07/2017,02:00:00,10.744,V ugm-3 (Ref.eq)
30/07/2017,03:00:00,10.986,V ugm-3 (Ref.eq)
30/07/2017,04:00:00,6.261,V ugm-3 (Ref.eq)
30/07/2017,05:00:00,3.903,V ugm-3 (Ref.eq)
30/07/2017,06:00:00,7.208,V ugm-3 (Ref.eq)
30/07/2017,07:00:00,7.449,V ugm-3 (Ref.eq)
30/07/2017,08:00:00,4.145,V ugm-3 (Ref.eq)
30/07/2017,09:00:00,11.459,V ugm-3 (Ref.eq)
30/07/2017,10:00:00,8.155,V ugm-3 (Ref.eq)
30/07/2017,11:00:00,21.595,V ugm-3 (Ref.eq)
30/07/2017,12:00:00,15.933,V ugm-3 (Ref.eq)
